mc500.train.10	Author: 1444843715;Work Time(s): 1369;Qual. score: 80;Creativity Words: beard,fist,call,flower,bump,thing,knee,knob,bleed,build,train,sidewalk,close,wait,red	Stinky Pete wanted to build a tree house.  He needed to get a ladder to bring wood up the tree.  He went to his friend's house to borrow a ladder.  He also borrowed a bucket.  He needed the bucket to carry nails.  His friend is named James.  The ladder was too big for Stinky Pete to carry alone.  He had James help him carry the ladder back home.  The ladder was heavy.  They were careful to stay on the sidewalk.  Stinky Pete got the hammer from his tool box.  He gave James a rope.  Stinky Pete and James got to work on the tree house.  They worked all day.  They painted the inside of the tree house blue.  They painted the outside of the tree house red.  They did not use green or orange paint.  They used the rope to climb down from the tree house.  When they were all finished, Stinky Pete helped James carry the ladder and bucket back to his house.   Stinky Pete thanked James for helping him.	multiple: What did Stinky Pete borrow from James?	He borrowed a hammer	He borrowed a ladder and a bucket.	He borrowed a rope	He borrowed a tool box	one: Why did Stinky Pete need a bucket?	To carry wood	To carry nails	To carry a ladder	To carry a rope	one: What was Stinky Pete building?	A tool box	A ladder	A sidewalk	A tree house.	multiple: What color paint did they use on the tree house?	Green and orange	Red and blue	Red and orange	Green and blue
mc500.train.11	Author: 2989923883;Work Time(s): 948;Qual. score: 90;Creativity Words: hot,head,window,yes,sky,thank,empty,jacket,mother,place,finger,light,gentle,warmer,chipmunk	It was a hot Saturday afternoon, and James was going shopping with his mother. While she made her shopping list, James looked out the window. In the sky, he saw pretty birds. He smiled - James liked birds. He saw one last Friday when he was getting muddy in the puddles, and another on Wednesday when he was playing with his toy spaceship.\newline\newlineOnce his mother was done making her list, James got his shoes on before getting in the car. "Should I bring my jacket, Mom?" he asked. \newline\newline"No," his mother answered, fixing his hair, "it is warmer today than it was yesterday, in fact, it's hot!"\newlineJames and his mother got in the car, and drove off to the store. He leaned his head on the car window, looking at the animals and trees they passed. He saw flowers, a puppy, ants, and people walking, and even a chipmunk! \newline\newlineWhen they got to the store, James and his mother grabbed an empty shopping cart. James always liked helping his mother do her shopping - she sometimes let him get a treat if he was good. They went up and down the aisles, picking up the things on the list, including James' favorite food - peanut butter - and James was very well behaved.\newlineAs they finished their shopping and walked to the front of the store in order to pay, James' mother said, "James, you can get a candy bar if you'd like, so I can say 'thank you' for being a super good helper today."\newline\newlineJames was so excited. He picked one with peanuts and chocolate, and placed it with the rest of their items. \newline\newlineWhen they got home, James spent the rest of the day playing Legos in his room. It was a good day.	multiple: Did James get a treat? What kind was it?	Yes, a plane	No, he threw a temper tantrum.	Yes, a candy bar with peanuts and chocolate	No, but he wanted one with peanut butter.	multiple: What did James do on the way to the store? What did he see?	Washed his hair	Slept	Got muddy	Leaned his head on the car window and saw flowers, people walking, and a chipmunk.	one: What day is it?	Wednesday	Saturday	Monday	Friday	one: What can James get at the store if he is well behaved?	A puppy	A spaceship	A bubble bath	A treat
mc500.train.12	Author: 4075854844;Work Time(s): 711;Qual. score: 90;Creativity Words: turn,get,god,ankle,cup,house,hair,thunder,shouting,weekend,driver,pink,lunch,peach,try	Once upon a time, there was an old man named John. John loved to eat peaches. In fact, John's whole family, including his mother Stephanie, his father Bob, and his brother James loved to eat peaches. John would eat peaches in the morning for breakfast, in the afternoon for lunch, and in the evening for dinner. John and his best friend, Rick, shared their love for peaches. One day John and Rick started a peach farm so that they would never run out of their favorite fruit. They planted hundreds of peach trees and waited for them to bear fruit. After 6 years of waiting, 1 lonely peach finally grew on one of the trees John and Rick planted. They picked the peach and brought it home. They waited until the weekend to eat it in case more peaches grew, but none did. John and Rick were sad and confused about their farm. They planted hundreds of trees and were sure that there would be thousands of peaches for them to eat in no time. Another peach never grew on their farm for 17 years. One day, a mighty crack of thunder led to a strong storm. Lightning hit the ground over and over, and John and Rick were scared their trees might be killed. The next morning, every tree on the farm had more than 10 peaches on it. John and Rick started shouting for joy.	multiple: How many trees did John and Rick plant?	Thousands	Hundreds	6	17	multiple: How many years did it take for the first peach to grow?	10	17	1	6	one: Who was John's best friend?	Rick	Bob	James	Stephanie	one: What did John and Rick both love?	Thunder	Peaches	Trees	Lunch
mc500.train.13	Author: 1444843715;Work Time(s): 619;Qual. score: 80;Creativity Words: snack,meat,snow,change,juice,hit,seat,cat,chalk,pink,bow,flower,seat,forward,burp	Katie went to the store.  She needed to buy some flowers.  She also needed to buy a snack and a bow.  The store is down the street.  Katie's mother drove her to the store.  Her mother is named June.  Katie looked around for the flowers.  She found some pink ones.  Katie then looked for the snacks.  She wanted cookies not chips.  She found some chocolate cookies.  Katie then looked for a bow.  She wanted to get one for her cat.  Her cat is named James.  James likes wearing bows.  Katie also has a dog, but he does not like bows.  His name is Sammy.  Katie gave the bow to James the cat.  He liked it.  Katie ate her snack.  She likes chocolate cookies.  Katie gave the flowers to her mother.  Her mother was very happy.  She likes flowers.  Katie did not get anything for Sammy.  She gave Sammy a hug instead.  Sammy likes hugs.  James does not like hugs.  Katie had a great day.	one: Who likes wearing bows?	Sammy	James	Katie	Her mother	multiple: What snack did Katie buy?	Chips	Chocolate cookies	Flowers	Bows	multiple: What is the name of Katie's dog?	June	Katie	Sammy	James	one: Who drove Katie to the store?	Her mother	Sammy	James	Katie
mc500.train.14	Author: 3593402326;Work Time(s): 759;Qual. score: 100;Creativity Words: slide,rice,smile,potato,dot,reading,meal,pocket,coffee,pain,warm,heavy,push,granddaddy,pan	Mary was spending a few days over her grandma and grandpa's house. Mary and her grandpa went to the park on Thursday morning. She had so much fun with him, and they were smiling the whole time! He pushed her on the swings, then helped her go down the slide. After they left the park, they went back to her grandpa's house. Mary asked her grandpa to make her lunch because she was starving! He told her that he could make her a few things. She could choose between chicken and pasta, beef and rice, or pizza and salad. Mary asked him to make her chicken and pasta. They ate lunch together at the kitchen table. The next day, Mary and her grandma went to see a movie at the movie theater. There was a new cartoon movie about cats and dogs that she couldn't wait to see! They ate popcorn and candy, and Mary had some juice. On Saturday, Mary's grandparents brought her back home to her mom and dad. They were so excited to see her! Mary spent Sunday with her mom, dad, grandma, and grandpa. They had a big picnic, and it was a great end to the week.	multiple: What day did Mary and her grandma see a movie?	Friday	Sunday	Saturday	Thursday	one: Where did Mary go on Thursday?	To the movie theater.	To the park.	To her mom and dad's house.	To a restaurant.	one: Whose house did Mary stay over?	Her friend's house.	A cat and dog's house.	Her grandma and grandpa's house.	Her mom and dad's house.	multiple: What did Mary eat for lunch on Thursday?	Pizza and salad.	Beef and rice.	Chicken and pasta.	Popcorn and candy.
mc500.train.15	Author: 4191584747;Work Time(s): 1109;Qual. score: 85;Creativity Words: sleeve,frosting,take,name,pain,tiger,juice,kitchen,kid,shape,feather,whisper,square,rinse,corn	Brendan loves cats.  He owns 8 cats.  He has 7 girl cats and only 1 boy cat.  Brendan brushes the cats' hair every day.  He makes sure to feed them every morning and evening and always checks to see if the cats have water.  Sometimes he feeds them special treats because he loves them.    Each cat gets 3 treats.  He doesn't give them food like chips and cake and candy, because those foods aren't good for cats.  He likes to play with the cats.  The cats like to chase balls of paper that Brendan makes for them.   Some of his cats have orange fur, some have black fur, some are spotted and one is white.  The white cat is Brendan's favorite.  She is the first cat he owned.  Her name is Snowball.  When he first got Snowball she was a kitten.  His other cats are named Fluffy, Salem, Jackie, Cola, Snickers, Pumpkin and Whiskers.	one: Who makes the paper balls the cats play with?	Whiskers	Pumpkin	Snickers	Brendan	multiple: What does Brendan feed his cats?	cake	chips	candy	cat food and treats	one: How many cats does Brendan have?	7	3	1	8	multiple: What is the name of Brendan's favorite cat?	Snowball	Jackie	Fluffy	Salem
mc500.train.16	Author: 3884445576;Work Time(s): 4950;Qual. score: 100;Creativity Words: lamp,taste,face,small,cake,sour,let,candy,ground,knock,daylight,bubble,play,can,maybe	Dave and John were playing catch in the living room.  Rose told them that was dumb, but she did not stop them.  She kept writing in her notebook. If they wanted to get in trouble, then they could.  It was not her responsibility.\newline\newlineDave told John to go long.  Dave did not have good aim and missed John's hands when he threw the ball.  Instead he hit the lamp and knocked it over.  He was glad he did not hit the dishes.  Nor did he hit the cat.  John was not glad that he hit the lamp, but was glad that the lamp was not broken.\newline\newlineWhen John's dad came home, he was very happy that John came clean about the lamp even when it was not broken.  After telling them off for playing inside, John's dad made them all a cake.  The cake had lemon frosting, which was Dave's favorite.  Rose cannot eat lemon, so she let Dave have her slice.  He chose to take Rose's cake home to his Bro.  Dave thanked her a lot.	multiple: Who thought it was dumb to play inside?	John	Rose	Dave's Bro	Dave	multiple: What happened to Rose's slice of cake?	Rose ate it.	Rose gave it to Dave who brought it home for his Bro.	The cat ate it.	It was thrown away.	one: Who were playing in the living room?	Rose and Dave	John, Rose, and Dave	John and Dave	John's Dad and Dave's Bro	multiple: What were not touched by the ball?	Dave's hands and the cake.	Rose's notebook and the lamp.	The lamp.	The dishes and the cat.
mc500.train.17	Author: 3057281179;Work Time(s): 1375;Qual. score: 85;Creativity Words: word,dry,mustard,madder,pasting,wash,line,play,quieter,skin,rain,clap,arm,daddy,breakfast	Once there was a girl named Ruth, who loved to play outside whenever she could. One day, she was running around outside with a friend, but she tripped and scraped her knee very badly. She doubled over in pain, screaming for her father "DADDY!!!" she yelled, until he ran outside to help. "Thank goodness that only the skin on your knee was hurt!" he said, as he picked her up to bring her inside. "We need to cover your cut, and it looks like it was about to start raining anyway," he said. He brought her into the restroom, so he could wash the cut, then put on medicine and a large bandage. "That medicine hurt..." Ruth said, but her cut was feeling better than it did before. "Well, at least now you don't have to worry about it getting worse," her father said. "Hopefully it won't take long for your cut to get better, then you can go back to playing outside again - be careful from now on!"	multiple: How did Ruth's father treat the cut?	He used medicine	He cleaned it with medicine and put on a bandage.	He put on a bandage	He told her to ignore the cut	one: How did Ruth hurt herself?	She screamed	She put on a bandage	She used medicine	She tripped	one: What was Ruth doing when she got hurt?	Putting on a bandage	Screaming	Running	Talking	multiple: Who helped Ruth with her cut?	Her mother	A friend	Herself	Her "daddy"
mc500.train.18	Author: 1606103326;Work Time(s): 835;Qual. score: 85;Creativity Words: hide,fist,yard,dream,diaper,hurry,string,liking,cereal,middle,size,dropping,place,silly,out	Kelly woke up one morning and went outside to her back yard. She was in a hurry because it was Mother's Day and she had to collect flowers before her mom woke up to give to her as a present. She was going to give her mom the biggest, most beautiful bunch of flowers her mother had ever seen. She knew where the best flowers were in her yard. She got a lot of different sized flowers. The red ones were big, the orange ones were small, and the green ones were in the middle. After Kelly collected all of the flowers, she went inside and tied them together with string. After that, she had to hide the flowers in a secret spot. She hoped her baby sister Morgan, who was still in diapers, wouldn't find the flowers and eat them. Kelly was worried, so she hid them in a new spot that was up higher. Finally, her mother woke up at 8:30 AM, and Kelly was excited! Kelly gave her mother the flowers. Her mother's favorite was the red one.	multiple: Why did Kelly hide the flowers a second time?	Because the first spot was too easy	Her baby sister Morgan might have told mother the first spot	So mother couldn't find them	So her baby sister Morgan wouldn't eat them	one: Why was Kelly collecting flowers?	To give to her baby sister	Just for fun	It was mother's day	Her mother was sick	multiple: Which flower was mother's favorite?	All of them	The middle one	The smallest one	The big one	one: What time did Kelly's mother wake up?	After Kelly picked the flowers	8:30 AM	8:30 PM	When Kelly woke up
mc500.train.19	Author: 180621155;Work Time(s): 1418;Qual. score: 85;Creativity Words: marshmallow,sofa,apple,dance,paste,head,driver,bag,coffee,cereal,wait,winning,sun,rattle,peach	A boy woke up super excited for this special day.  He could not contain his excitement knowing that the soccer final was today!  He had been working all year long to get to this day.  He quickly hopped off his bed and went to eat his breakfast.  His mom had made pancakes, waffles, and eggs, but the boy felt like eating cereal.  His mom had laid out his soccer clothes and after he was done with his breakfast, he couldn't wait to put them on.  He quickly changed into the clothes, and ran to the car where his mom was waiting for him to get in.  The ride seemed to take a long time as he was super excited to play.  The team was there and they started a small practice before the big game!  The game started and the boy was very nervous since the other team looked really good.  His team was as good too and they were tied at the end!  Everyone either got a trophy or a medal for playing in the game, and the boy got a trophy.  It was one of the best times the boy had ever had.  The day was starting to get dark and he could feel sprinkles on his hands. His parents asked the boy if he wanted to eat ice cream and pizza after the game.  The boy said he was tired and went home with his parents and he could not stop talking about how super fun the game was.  He talked and talked and talked and his parents were very proud of him.  He talked so much that he fell asleep in the car!  His dad carried him into the house and put him in his bed.  The boy had such a great day that he dreamed of soccer all night long. The trophy he had been given would let him remember about the fun day he had.	one: What did the boy eat for breakfast?	Waffles	Eggs	Pancakes	Cereal	multiple: Who won the game and what did the boy win?	The team the boy was on won and they all got free pizza and ice cream	It was a tie game so the boy won a trophy	The team the boy was on won and they each got a trophy	The team the boy was not on won and they each won a medal	multiple: What did the boy do after the game?	He told his parents all about it and fell asleep	It rained so everyone got muddy and the boy fell in a puddle	The team ate pizza after the game	He went to eat ice cream where his ice cream fell on the floor	one: Who won the game?	No one, it was tied.	It rained so the game was not played	The team the boy was not on	The team the boy was on
mc500.train.20	Author: 3172467108;Work Time(s): 799;Qual. score: 90;Creativity Words: draw,seesaw,thanksgiving,blue,tissue,diaper,dinosaur,noodle,cartoon,meet,pink,rabbit,sitting,bench,bedtime	The pink rabbit is sitting on a bench in the park. The pink rabbit loves being at the park because she loves bird watching. She watches birds, and sometimes feeds them. She doesn't feed them corn, candy bars, or pizza. She feeds them sunflower seeds.\newline\newlineAcross from the pink rabbit, a blue dinosaur is sitting alone at a seesaw. The blue dinosaur likes playing on the seesaw because he thinks it's fun. The blue dinosaur is sad, because he can't ride on the seesaw by himself.\newline\newlineThe pink rabbit sees the blue dinosaur. She sees that he is by himself. She feels sad because she knows he cannot play on the seesaw.\newline\newlineThe pink rabbit hops over to the blue dinosaur and asks, "Would you ride the seesaw with me?"\newline\newlineThe blue dinosaur said, "Sure."\newline\newlineAnd they rode on the seesaw for the rest of the afternoon. It was the best afternoon of their lives.	multiple: Why does the pink rabbit feel sad?	She ran out of sunflower seeds.	She was stung by a bee.	There are no birds in the park today.	She knows that the blue dinosaur can't play on the seesaw.	multiple: What does the rabbit feed the birds?	pizza	candy bars	corn	sunflower seeds	multiple: Why does the rabbit love being in the park?	She loves sitting on benches.	She loves bird watching.	She loves eating sunflower seeds.	She loves riding on seesaws.	multiple: Why can't the blue dinosaur play on the seesaw?	He doesn't like playing on seesaws.	He likes watching birds.	He is alone.	He likes watching pink rabbits.
