mc160.train.10	Author: 3801923153;Work Time(s): 1365	Jake wanted to eat an orange.  He liked fruit, and the only fruits in the house were\newlineapples, which he didn't like, oranges, and strawberries, which made him itchy.  But his\newlinemother had put oranges on top of the refrigerator.   Jake couldn't reach the top of the\newlinerefrigerator.  He got the stool that he used to reach things in the cupboards.   But the\newlinestool wasn't tall enough on its own.  He thought if he stood on the edge of the kitchen\newlinesink he could reach the oranges.  (The kitchen sink was right next to the refrigerator).\newlineSo he used the stool to get up to the edge of the sink, and then he stood on the edge of\newlinethe sink to get the oranges.  He took one out of the bag and then put the bag back on top\newlineof the refrigerator.  Then he used the stool to climb back down again with his orange.  He\newlinesat at the kitchen table, peeled the orange, and ate it.  Then he took all of the pieces\newlineof orange peel and threw them away in the yard waste.	multiple: Why doesn't using the stool work at first?	It isn't tall enough	it's in the cupboard	it doesn't reach the edge of the sink	Jake is too short to use the stool	multiple: At the beginning of the story, why can't Jake get the oranges?	his mother told him not to	he doesn't like them	they make him itchy	They are on top of the refrigerator, where he can't reach	one: What fruit was not in the house?	Bananas	Strawberries	Apples	Oranges	one: What does Jake do with the orange once he has it?	Puts it back on top of the refrigerator	Throws it away in the yard waste	Puts it in the sink	Eats it
mc160.train.11	Author: 259176131;Work Time(s): 958	Once upon a time there was a man who needed to write story. His name was Mark. He had a\newlinebad case of writer's block. After a bit, he wrote a story about writing a story. This may\newlineseem a bit odd. Well, it was. The important thing to know is that Mark wanted money. This\newlinewas so he could show off for his girl, Wendy. Wendy had two living parents named Greg and\newlineGail. The exciting thing about Mark writing these stories, was that he could write whatever\newlinehe wanted to. He could have written about bears. Or it could have been his best friend\newlineError. There were so many choices for Mark. He was very happy. He was happy because he was\newlinealmost done writing the story. Wendy, had she known about the writing would have been sad\newlinethat Mark spent so much time thinking of odd stories.	multiple: How did Mark feel?	name	block	happy	off	one: Who was Wendy's dad?	Error	Wendy	Greg	Mark	multiple: What did Mark have to write?	very	story	case	could	one: What did Mark want?	story	money	odd	bears
mc160.train.12	Author: 862086675;Work Time(s): 1165	James is going to the baseball field with his friend Tommy.\newline\newlineJames has to practice because baseball season starts in a week.\newline\newlineHe wants to be a good player when the season starts.\newline\newlineJames has been lazy in practicing so he is not very good at baseball right now.\newline\newlineHe has to make up for it by playing baseball for 5 hours every day for a week.\newline\newlineJames thinks this is enough practice for him to catch up and be a good player when the\newlineseason starts.\newline\newlineSo James and Tommy practice every day.  They throw the ball around.  They practice batting\newlineand they practice fielding.\newline\newlineTommy begins to see that James is getting better every day.  He says "I do not believe it,\newlineJames, but I think you are going to be pretty good when the season starts!"\newline\newlineUsually a week is not enough time to get pretty good at baseball but James is practicing\newlineso much he is fitting a month of practice into one week.\newline\newlineThen James has a setback.  His glove rips during practice.  He can't keep playing with a\newlinebroken glove!\newline\newlineSo Tommy and James go around town collecting bottles to trade in for five cents for each\newlinebottle.\newline\newlineJames misses a day of practicing but they find enough bottles to turn in for thirty\newlinedollars.\newline\newlineThis is enough money for James to buy a new glove!\newline\newlineSo James buys a new glove and he and Tommy go back to the field and practice some\newlinemore.\newline\newlineBy the time the season comes James is one of the best players on his team.	multiple: How long does James have to play every day for a week to be good at baseball?	2 hours	1 hour	7 hours	5 hours	multiple: what does James do when his glove rips?	he gives up	he borrows his brother's glove	he looks for a way to make money	he gets mad and yells	one: What does James need to practice?	music	hockey	football	baseball	one: What is James' friend's name?	Harry	Tommy	Arnold	Mikey
mc160.train.13	Author: 3033165250;Work Time(s): 9695	Flying a kite can be dangerous. When I was eight years old I went to the park with my dad\newlineto fly my new kite. We stood on the top of a hill and tried to catch the wind. It took us\newlinealmost half an hour, but we finally got the kite into the air. As it lifted into the sky,\newlinethe kite caught the edge of my jacket and I was pulled up into the wind with the kite. I\newlineflew higher and higher into the air until I my dad looked like an ant on the ground. The\newlinepark was beautiful from up high, and I could see our car getting smaller. I flew all the\newlineway out of the city and over the lake. Eventually, the wind started to die down and I fell\newlinecloser to the water. I called out to some people on a boat and they sailed over so I could\newlineland on their boat. I told them about my adventure and they sailed me back to land, where\newlinemy dad picked me up. He took me out for ice cream and we went home.	one: Who was the main character flying a kite with?	Her father	Her aunt	Her mother	Her brother	multiple: How does the main character feel about her kite adventure?	Sad.	Interested by the sights	Very scared.	Bored.	multiple: Why does the main character say it can be dangerous to fly a kite?	Because the kite has sharp edges.	Because the kite string got twisted around her.	Because she got caught on the kite and pulled up into the air.	Because she ran too fast with the kite and fell down.	one: What does the main character say her dad looks like on the ground?	A black dot	A bear	An ant	Nothing
mc160.train.14	Author: 1206423600;Work Time(s): 2172	Once upon a time there was a cute brown puppy. He was a very happy puppy. His name was\newlineRudy. Rudy had a best friend. His name was Thomas. Thomas had a nice dad named\newlineRick. Thomas and Rudy had been friends for almost a year. Rudy and Thomas loved to play in\newlinethe big back yard. Sometimes, Thomas would ask his friend Jacob to come to the back yard\newlineand play with them. Jacob would always bring his puppy too. Jacob's puppy was named\newlineSally. Thomas and  Jacob would run around the back yard and Rudy and Sally chased them and\newlinebarked. They all had so much fun playing together. One day, Thomas told Rudy that tomorrow\newlinewould be a very special day. It would be Rudy's birthday. Rudy was very excited. The next\newlineday came and Thomas threw a birthday party for Rudy. All of Rudy's friends were there and\newlinethey had presents for him. Jacob brought Rudy a new ball and Sally brought him a\newlinebone. There was one more present for Rudy to open. When he opened the gift from Thomas,\newlineRudy was so exited that he jumped and barked. It was a new red collar with a shiny name\newlinetag on it. It was the best gift Rudy had ever been given.	one: What color was the cute puppy?	brown	yellow	black	white	multiple: What was the best gift Rudy had ever been given?	a red collar with a name tag	a toy	a bone	a ball	one: Where did Rudy and Thomas love to play?	the back yard	at the park	in the garden	in the house	multiple: What was the name of Rudy's best friend?	Sally	Jacob	Thomas	Rick
mc160.train.15	Author: 2479256243;Work Time(s): 6368	John bought a new puppy. He named the new puppy Spike. Spike was a good dog and minded\newlineJohn. John took Spike to the pond behind his house. Spike loved playing in the water. John\newlinewould throw the frisbee to Spike. He would also throw a bone to Spike. Spike loved\newlinerunning. Jessica came to the pond to visit John. Jessica and Tom always played with\newlineJohn. Jessica was John's best friend. They both loved Spike and Spike loved them. Jessica\newlinebrought lunch to the pond. She also brought colas to the pond. They ate and Spike sat by\newlinethem being a good dog. When they were done eating they packed their lunch up. They put\newlineSpike on his leash and they went home.	multiple: What did Jessica bring to the pond?	Lunch and colas	Spike	Bone	Frisbee	one: What is John's puppy's name?	Pond	Jessica	John	Spike	multiple: What did John throw to Spike?	Leash	Frisbee and Bone	Colas	Lunch	one: Who was John's best friend?	Spike	Jessica	Tom	Thomas
mc160.train.16	Author: 259176131;Work Time(s): 757	Here begins the story of the life of Tim. Tim's father was Frank. Frank's father was\newlineJim. Jim's father was Greg. And Greg's father was Mark. These 5 men had ruled Markton for\newlinethe last 100 years. For the last 20 years, Tim had been the ruler. When Frank died, Tim\newlinebecame the ruler. In these last 20 years, Tim brought lots of good luck to his\newlinepeople. They had never eaten so well. Most of his people ate 3 meals a day. Recently, Tim\newlinehad been having trouble with a band of troublemakers led by Horace. Tim chose to do\newlinewhatever he could to get rid of Horace. So, he got Assassin to get rid of Horace. One\newlinenight Assassin sneaked into Horace's bedroom and did away with him. With the bad man gone,\newlineall the people had a giant party and sang a song about the greatness of their ruler.	multiple: Who did the people sing about?	Mark	Horace	Assassin	Tim	multiple: Who was Tim's grandfather?	Greg	Jim	Frank	Horace	one: How many years has Tim ruled?	20	3	100	5	one: Who was Jim's father	Mark	Tim	Markton	Greg
mc160.train.17	Author: 4008085004;Work Time(s): 1387	Today, Anne is hungry. She wants to eat somewhere in town.\newline\newlineThere is a popular diner in town. She goes there and asks them if she can get fries and a\newlinechocolate milkshake.\newline\newlineHer friends come into the diner and sit with her. Their names are Jane, Jake and Dave. All\newlineof them are 15 years old.\newline\newlineJake gets a big cheeseburger with onions. Jane wants a vanilla ice cream cone with\newlinesprinkles. Dave doesn't eat anything. He talks with them instead.\newline\newlineAfter they finish eating, they go back to Jane's house to hang out and play games. Dave\newlinewins most of the puzzle games. Jane beats them at a few. They're racing games.\newline\newlineDave leaves after an hour. He needs to go do his reading homework. Jake and Anne leave\newlinethat evening because it's a school night. They all promise to meet up again the next day\newlineto hang out after school.	multiple: What games did Jane beat the others at?	racing games	cooking games	puzzle games	battle games	one: What does Jake eat at the diner?	a cheeseburger with onions	an onion ring basket	fish and chips	a cheese sandwich	multiple: Why does Dave leave Jane's house after only an hour?	he has to do his reading homework	he has piano practice	the others don't like him	his mother is waiting for him	one: What did they promise to do the next day?	hang out at Jane's house	hang out during school	hang out at the diner	hang out after school
mc160.train.18	Author: 2332408363;Work Time(s): 368	The first grade class went on a bus to visit a farm. The farm was a long ways from their\newlineschool. The farm was also far away from any other farms or houses. The farmers who lived\newlinethere were the Nixon family. They grew corn. Sometimes when the weather was right, they\newlinewould plant wheat, too. The fields were so large that the class could not see where they\newlineended. Mr. Nixon gave all of the children a long ride in the fields on his tractor. The\newlineNixon family also had a lot of farm animals. In the red barn next to their home, they kept\newlinea few cows and horses. Everyone fed hay to some of the cows. The farmers got milk from\newlinetheir cows. Some of the class got small bottles of fresh milk to take home with them. All\newlinethe kids got to ride on the big brown horses the Nixons had. They went up into the nearby\newlinehills, where they could look down on the farm below. Around the farmyard there were many\newlinegoats and chickens, who wandered around as they wished. The Nixon children liked to play\newlinewith their goats, feed them peanut shells and pet them, like the first grade kids did with\newlinetheir dogs and cats. The smallest tried to bump the children with their hard heads and\newlinetiny horns! When it was almost dark, the school kids got back on the bus to go home. They\newlinewere a little sad to leave the fun life of the farm children. But they brought back\newlinestories for all the rest of the school to hear.	one: What did some of the class get to take home, other than stories?	corn	peanuts	chickens	milk	multiple: What animals tried to bump the children with their heads?	chickens	goats	cows	sheep	multiple: What did the Nixon family grow on their farm?	corn and wheat	vegetables	peanuts	apples and oranges	one: What animals stayed in the Nixons' barn?	cows and horses	sheep and hogs	goats and chickens	dogs and cats
mc160.train.19	Author: 3590859226;Work Time(s): 953	I used to be afraid of butterflies!  It is true!  Once, my mom took me to Seattle.  There,\newlinewe went to a special place.  We went to the zoo!\newline\newlineI saw lots of animals at the zoo.  I saw bears.  I saw tigers.  I saw apes.  I saw\newlinemonkeys.  I saw snakes.  I loved seeing all these animals.  They made me happy.\newline\newlineWe even saw one place where there were giant bugs and they didn't even scare me.  In\newlinefact, I like bugs.  But there was one place where you walked inside a big room where there\newlinewere lots of plants and butterflies flying all over the place.  You could buy sugar water\newlineto feed them and they could land on you.  My mom and brother were so excited to go in, but\newlineI was scared.  I wasn't sure that I wanted to be in the room with butterflies flying\newlineeverywhere.  My mom said I would be okay.  My brother said I would be okay.  They said\newlinebutterflies were nice and beautiful.  They said they would not hurt me.  So I went in the\newlineroom.\newline\newlineGuess what?  I was so scared when one landed on me that I went screaming for the door!\newlineThe man watching the door to make sure butterflies did not escape or get hurt yelled at me\newlineto stop.  He was mad at me for running out and not caring about the butterflies.  I said I\newlinewas sorry, but I was scared.  He checked me for butterflies and then let me get out of\newlinethere!\newline\newlineI stayed outside and my mom and my brother enjoyed the butterflies.\newline\newlineSince then, they would tease me about being afraid.  They would try and get me to not be\newlineafraid.  Last year for my birthday, mom bought me a butterfly book.  She bought one for my\newlinebrother, too.  I tried really hard to not be afraid and to go out into the yard and find\newlinebutterflies with my brother.  It became really fun to do.  Once, a butterfly landed on me\newlineand I laughed.  I liked it.  It tickled me.  It did not hurt me.  Now, I like butterflies!	multiple: Where did the child go when he saw the butterflies?	To the movie	To school	In the car	To the zoo in Seattle	multiple: What kind of animals were at the zoo?	deer, worms and cats	wolves, ants and giraffe	tigers, bears and snakes	penguins, zebras and crocodiles	one: What did mom get the child to learn about butterflies?	a book	an ice cream	a zoo	a movie	one: What is the child afraid of?	tigers	brother	butterflies	bears
mc160.train.20	Author: 168651406;Work Time(s): 1860	There once was a woman named Mary. Mary's best friend was a dog named Buddy. Mary and\newlineBuddy went everywhere together. They had a lot in common. They both liked to play games\newlinelike fetch and hide and seek. Neither of them liked to take a bath. Mary and Buddy enjoyed\newlinesmelling flowers and eating hamburgers. But they also were very different from one\newlineanother. For one thing, Buddy was a dog! Buddy liked talking to strangers and visiting new\newlineplaces. But Mary was shy. One day a man named John came by. Mary hid behind a tree when\newlineshe saw him. Buddy tried to tell her it was okay, but she was too scared to listen. So\newlineBuddy went out to say hello to John. John was very nice and he liked the same games as\newlineBuddy. Mary watched Buddy chase after a ball John threw. She could tell John was a nice\newlineman. She wanted to play too. Buddy saw her watching and led his new friend over to\newlineMary. John waved to Mary and brought her a flower. Mary smiled at him. She thought he was\newlinevery kind and she wasn't as nervous as before. Buddy barked happily. Yay for new friends!	multiple: How did Mary know John was a nice man?	He played with Buddy and brought her a flower.	John was Mary's best friend.	He liked to chase balls.	He was shy.	multiple: What did Buddy, Mary and John like to do?	Visit new places.	Take baths.	Eat hamburgers.	Play fetch.	multiple: Why did Buddy bark happily?	Because Mary was going to give him a bath.	Because his new friend John became friends with Mary.	Because John gave him a hamburger to eat.	Because he found a beautiful flower to give to Mary.	multiple: Who was the new friend?	John	Buddy	a flower	Mary
mc160.train.21	Author: 3968165106;Work Time(s): 4722	Laura wanted to go to the park and play because she wanted to see her friends. When she\newlinegot to the park Laura did not see anyone. After looking, she saw her friend George by the\newlinebasketball hoop. George was playing all by himself. George was happy when he saw\newlineLaura. Laura and George played basketball they saw the ice cream man driving in his\newlinetruck. George asked Laura if she wanted him to buy her an ice cream cone. Laura said she\newlinewould like him to do that. Laura sat on the bench as George walked to the ice cream\newlinetruck. Laura looked in the sky and saw a pretty bird flying in a large circle. The bird\newlineflew away. George came back with two ice cream cones. One of the ice cream cones had\newlinerainbow sprinkles on it. George gave the ice cream cone with sprinkles to Laura. George and\newlineLaura sat on the bench and watched a group of boys play football as they ate their ice\newlinecream cones. One of the boys broke his leg. When George and Laura were finished with their\newlineice cream, Laura ran home before the street lights came on.	multiple: What sport was George playing by himself?	football	baseball	basketball	soccer	multiple: What did the bird do in the sky?	take a poop	eat a worm	fly in a circle then fly away	play with a cloud	multiple: What did Laura see as she ate the ice cream cone?	a boy break his leg	a mother yelling	a dog running	a car crash	multiple: Who got the ice cream cones?	The boys	George	Laura	A stranger
mc160.train.22	Author: 3018664399;Work Time(s): 3115	There was once a small town by a river. There were many houses in this town and they were\newlineall different colors, shapes and sizes. which made the people happy.  On one street there\newlinewas a red house, a green house, a blue house and one purple house with yellow stripes. The\newlinepeople in the town were all very friendly and knew each other well.\newline\newlineWhen the people of the town went out they loved to wear hats but never wore shoes and the\newlinehats were also many different colors, shapes and sizes. On Sundays all the families in\newlinetown would go to the park by the river and have picnics. The children would run, skip and\newlineplay and the parents would talk, eat and laugh. The children loved the picnic foods they\newlinehad. There were hot dogs, hamburgers, chicken and steak. They also had salads, coleslaw,\newlinefries and chips. The kids' favorite was hamburgers with fries.\newline\newlineOn days when it rained the children and parents would stay inside and read or color\newlinepictures and drink hot chocolate and they loved to wear big warm sweaters. At night the\newlinefamily would all go to the kitchen and cook dinner together and after dinner was finished\newlinethey would all clear the table and clean the dishes together before getting ready for\newlinebed. They would put their pajamas on but never wear socks and they would get under the\newlinecovers and fall asleep.	one: What were the kids favorite foods at the picnics?	Steak and salad	Chicken and coleslaw	Hamburgers and Fries	Hot dogs and chips	multiple: Can you name two things the people loved to wear?	Socks and shoes	Shoes and Hats	Hats and Socks	Hats and big warm sweaters	one: On the street with different colored houses which house wasn't like the others?	purple house with yellow stripes	green	blue	red	multiple: Can you name two things that were all different colors, shapes and sizes?	hats and pajamas	Sweaters and houses	Hats and socks	Houses and hats
mc160.train.23	Author: 1844466225;Work Time(s): 3425	Paws the cat lives with the Jones family. Before Paws lived with the Jones family he lived\newlinewith the Smith family and before he lived with the Smith family he lived with the Peters\newlinefamily. The Jones family used to live in a cabin in the woods. Then they moved to an\newlineapartment in the city. Now they live in a house outside of the city. Paws liked all of the\newlinefamilies that he had lived with but likes the Jones family the best. Paws likes living\newlinewith the Jones family so much because they are nice to him and always play with him but\newlinealso because they have lived in such great places. Paws liked living in the cabin in the\newlinewoods and in the apartment in the city but neither of these were his were his favorite\newlineplace to live. Paws favorite place to live is in the new house the Jones family bought\newlineoutside of the city. The home is very large and Paws has a lot of room to run and play.	one: Paws favorite place to live was?	The house outside the city	The cabin in the woods	The apartment in the city	A house in the woods	one: Where does the Jones family live now?	In a cabin in the woods	Outside the City	In a house in the woods	In the City	one: What type of home does the Jones family live in?	Cabin	City	House	Apartment	one: Who does Paws the cat live with?	Jones family	Paws	Peter family	Smith Family
